Evaluation/MinReturn,EnvInfo/mp_time_sum,Evaluation/Iteration,Evaluation/MaxReturn,EnvInfo/eps_time_mean,CustomGaussianValueFunction/LossBefore,EnvInfo/sim_steps_sum,TotalEnvSteps,HybridPolicy/EntropyContinuous,EnvInfo/sim_steps_mean,EnvInfo/mp_time_mean,Evaluation/AverageReturn,EnvInfo/sim_steps_min,Evaluation/TerminationRate,EnvInfo/distance_to_goal_sum,EnvInfo/mp_time_min,EnvInfo/eps_time_min,Evaluation/SuccessRate,HybridPolicy/LossBefore,EnvInfo/eps_time_sum,HybridPolicy/EntropyDiscrete,CustomGaussianValueFunction/LossAfter,EnvInfo/distance_to_goal_mean,EnvInfo/distance_to_goal_min,Evaluation/AverageDiscountedReturn,CustomGaussianValueFunction/dLoss,Evaluation/NumEpisodes,HybridPolicy/LossAfter,Evaluation/StdReturn
-13.432323338396756,107.45000000000007,10,19.048074264501206,11.097097222222228,6.712737560272217,798991.0000000005,22597,1.4691935777664185,5548.548611111114,0.7461805555555561,-5.608881651505436,1189.0000000000007,0.08333333333333333,3.2588882117624522,0.002,2.3780000000000014,0.09722222222222222,-0.0008598167332820594,1597.9820000000009,1.6679128408432007,5.841397762298584,0.02263116813723925,0.00024868638713761415,-5.203077199262787,0.8713397979736328,144,-0.006407725624740124,7.502088089886494
-12.88555449285876,108.27200000000008,11,19.193082859858144,10.585773333333341,6.711271286010742,793933.0000000005,24656,1.4390404224395752,5292.88666666667,0.7218133333333339,-4.653676090620065,841.0000000000006,0.12666666666666668,3.3628243052499864,0.022000000000000006,1.6820000000000013,0.13333333333333333,-0.0008592389058321714,1587.8660000000011,1.6486057043075562,5.8083577156066895,0.022418828701666577,0.000376174610109726,-4.2749034599001785,0.9029135704040527,150,-0.00602338183671236,8.839003223115547
-14.115949740667363,107.02000000000007,12,19.348190564885684,10.77299328859061,6.726682662963867,802588.0000000005,26714,1.4800083637237549,5386.4966442953055,0.7182550335570475,-4.021276319616865,839.0000000000006,0.14093959731543623,3.034501299270091,0.008,1.6780000000000013,0.15436241610738255,-0.0008431726600974798,1605.176000000001,1.6379398107528687,5.664798736572266,0.020365780532014034,0.0002413455902331036,-3.7385908952096147,1.0618839263916016,149,-0.0060339090414345264,8.943237580961233
-14.333295572738592,104.97800000000007,13,19.300881874196428,10.896148648648655,5.902730464935303,806315.0000000005,28764,1.4773541688919067,5448.074324324328,0.7093108108108113,-4.636972761866904,923.0000000000007,0.13513513513513514,3.272679511586028,0.020000000000000004,1.8460000000000014,0.14189189189189189,-0.000834294012747705,1612.630000000001,1.6372120380401611,5.106571197509766,0.022112699402608297,0.00037296700029201444,-4.295839152926107,0.7961592674255371,148,-0.004133183974772692,8.88284502733119
-13.722827215962356,114.63600000000008,14,19.159939525203843,10.999493506493515,5.950515270233154,846961.0000000005,30814,1.5283567905426025,5499.746753246756,0.7443896103896109,-3.5278605506003426,895.0000000000007,0.18831168831168832,3.0777021955871064,0.034000000000000016,1.7900000000000014,0.18831168831168832,-0.0008286319207400084,1693.9220000000012,1.617000699043274,5.222957134246826,0.01998507919212407,0.00010272840629292921,-3.2309516509862433,0.7275581359863281,154,-0.0035649987403303385,10.139786430717646
-13.88404740489629,117.90400000000008,15,19.251107362253077,10.869576158940404,5.7255377769470215,820653.0000000005,32863,1.4927701950073242,5434.788079470201,0.7808211920529807,-3.798620690521914,879.0000000000007,0.17218543046357615,3.238032503547173,0.008,1.7580000000000013,0.17880794701986755,-0.0008339786436408758,1641.306000000001,1.6126317977905273,4.967518329620361,0.021443923864550813,0.0004052000704031994,-3.5149964670857936,0.7580194473266602,151,-0.0043291677720844746,9.774608141519302
-14.306418075130706,100.37400000000005,16,19.16975128400995,10.673687074829939,3.716750144958496,784516.0000000005,34913,1.4263263940811157,5336.843537414969,0.6828163265306126,-5.425958334827498,938.0000000000007,0.10884353741496598,3.3984947025851744,0.002,1.8760000000000014,0.10884353741496598,-0.0008264833595603704,1569.032000000001,1.5778266191482544,3.398500919342041,0.023119011582212072,0.0005283425354652656,-5.003564748159097,0.3182492256164551,147,-0.0013366076163947582,8.306967955542946
-15.834916114738194,112.92800000000005,17,19.568292974360606,10.352716981132081,5.23905611038208,823041.0000000005,36973,1.5143126249313354,5176.358490566041,0.7102389937106922,-2.443694587850077,962.0000000000006,0.22012578616352202,3.265052311184407,0.05000000000000003,1.9240000000000013,0.22641509433962265,-0.000799862842541188,1646.082000000001,1.5109361410140991,4.522582054138184,0.020534920196128344,0.0004497573381820346,-2.205177904319519,0.7164740562438965,159,-0.004141649696975946,10.954819221109698
-16.11916284500308,117.58800000000008,18,19.15071341469344,10.41915384615385,4.411862850189209,812694.0000000005,39023,1.5142008066177368,5209.5769230769265,0.7537692307692313,-2.7173720282901543,1092.0000000000007,0.21153846153846154,3.3152141614322392,0.002,2.1840000000000015,0.21153846153846154,-0.0008154723909683526,1625.3880000000008,1.553786277770996,4.018128395080566,0.021251372829693842,0.00011535860875707073,-2.4724800186212783,0.3937344551086426,156,-0.0012506775092333555,10.526251099462497
-11.868911823359692,110.99000000000005,19,19.31057024147122,10.48254545454546,3.8268282413482666,807156.0000000006,41074,1.4660871028900146,5241.272727272731,0.7207142857142861,-3.2162288431581847,828.0000000000006,0.18181818181818182,3.017514783871169,0.002,1.6560000000000012,0.18181818181818182,-0.0008062571287155151,1614.312000000001,1.5607956647872925,3.5704240798950195,0.01959425184331928,0.0004921055624252998,-2.9368052151115465,0.25640416145324707,154,-0.004776298999786377,9.923925972118322
-12.271217116485264,117.52200000000005,20,19.163694371538256,10.46434615384616,3.999912738800049,816219.0000000005,43132,1.4558839797973633,5232.17307692308,0.7533461538461541,-2.8849781786728794,945.0000000000007,0.1858974358974359,3.0646898662259847,0.02800000000000001,1.8900000000000015,0.1987179487179487,-0.0007963930838741362,1632.438000000001,1.5401674509048462,3.726010799407959,0.01964544786042298,0.0005192544758932473,-2.629970761872672,0.27390193939208984,156,-0.003824031911790371,10.190264736109453
-12.168213498334387,108.68400000000008,21,19.28910913314437,10.150402515723277,4.020547866821289,806957.0000000005,45191,1.4776479005813599,5075.201257861638,0.6835471698113212,-2.0389408790701693,909.0000000000007,0.23270440251572327,2.9737400585556455,0.008,1.8180000000000014,0.23270440251572327,-0.0007900535711087286,1613.9140000000011,1.5474677085876465,3.7788474559783936,0.018702767663871984,0.00027798308906570326,-1.8508384377190308,0.2417004108428955,159,-0.003764011897146702,10.768202916914216
-14.79097931563266,104.75800000000008,22,19.168769789424267,10.889106666666676,3.3713858127593994,816683.0000000005,47250,1.4374732971191406,5444.553333333336,0.6983866666666672,-4.119534086594968,909.0000000000007,0.14666666666666667,3.0083525852473088,0.002,1.8180000000000014,0.15333333333333332,-0.0007950674626044929,1633.3660000000013,1.5726587772369385,3.2346134185791016,0.020055683901648726,0.0005817904671867177,-3.8244047607332345,0.13677239418029785,150,-0.005556424148380756,9.19467134174829
-12.660658444756754,117.96800000000003,23,19.174979279823607,10.328025806451619,3.3920514583587646,800422.0000000005,49309,1.419061541557312,5164.012903225809,0.7610838709677421,-2.898543067583905,946.0000000000007,0.18064516129032257,2.8932944472163262,0.002,1.8920000000000015,0.18064516129032257,-0.0007827115477994084,1600.844000000001,1.5018274784088135,3.295616388320923,0.018666415788492426,0.0003376075059850165,-2.6500637094007398,0.0964350700378418,155,-0.005293272901326418,9.671272677882358
-11.901118032005396,121.52000000000004,24,19.19556556915311,10.593886792452837,3.617770195007324,842214.0000000005,51361,1.50222909450531,5296.943396226418,0.7642767295597487,-1.788714511926175,882.0000000000007,0.22641509433962265,2.8148498500095336,0.020000000000000004,1.7640000000000013,0.2389937106918239,-0.0007734311511740088,1684.428000000001,1.485775351524353,3.457292079925537,0.017703458176160588,0.00031638503998552566,-1.6206713857486916,0.1604781150817871,159,-0.0038596484810113907,10.713438714985548
-12.423216191069423,106.69000000000007,25,19.14634076020934,10.486716049382721,3.6231937408447266,849424.0000000005,53417,1.5147963762283325,5243.358024691361,0.6585802469135806,-1.2794067910860116,1074.0000000000007,0.25308641975308643,2.7424908034622284,0.002,2.1480000000000015,0.25925925925925924,-0.0007812181720510125,1698.8480000000009,1.4382410049438477,3.4777064323425293,0.016928955576927335,0.00034490966534595196,-1.1343934807913716,0.14548730850219727,162,-0.004130867309868336,11.044702699624434
-12.860797820530825,113.87600000000006,26,19.28040880354852,10.078753086419761,3.4699642658233643,816379.0000000005,55473,1.4854211807250977,5039.37654320988,0.7029382716049386,-1.0931442726703626,906.0000000000007,0.25925925925925924,2.7795112526313615,0.02800000000000001,1.8120000000000014,0.25925925925925924,-0.0007539798389188945,1632.7580000000012,1.350794792175293,3.369978904724121,0.017157476868094823,0.00021635763143031583,-0.9642626497320329,0.09998536109924316,162,-0.004067615140229464,10.94652884643023
-11.21772042503681,119.47800000000008,27,19.281742709640127,10.571602484472058,3.366429090499878,851014.0000000005,57535,1.5051167011260986,5285.801242236028,0.7420993788819881,-1.3682414781356227,977.0000000000007,0.2484472049689441,2.8235769269895536,0.032000000000000015,1.9540000000000015,0.2546583850931677,-0.0007554532494395971,1702.0280000000012,1.3882640600204468,3.304696798324585,0.017537744888133873,0.0006142120175118963,-1.230494290366624,0.06173229217529297,161,-0.0046072592958807945,10.897672441256782
-10.956110278508909,118.56000000000003,28,19.52988283085568,10.140481481481485,3.373631715774536,821379.0000000005,59588,1.4982507228851318,5070.240740740744,0.7318518518518521,-1.2252774812295757,752.0000000000006,0.24074074074074073,2.722795710568137,0.002,1.5040000000000011,0.25308641975308643,-0.0007402414921671152,1642.7580000000007,1.34064781665802,3.2818658351898193,0.016807380929432944,0.000291209784386381,-1.0784216602597714,0.0917658805847168,162,-0.0037759942933917046,10.864925225827765
-12.080190395818247,122.31400000000008,29,19.291322189454114,10.417903614457838,3.4486799240112305,864686.0000000005,61650,1.5145779848098755,5208.951807228918,0.7368313253012053,-0.2909281963034101,859.0000000000007,0.2891566265060241,2.6819903148945103,0.002,1.7180000000000013,0.2891566265060241,-0.0007351223030127585,1729.3720000000012,1.3206974267959595,3.3717079162597656,0.016156568162015123,0.00012769619920176064,-0.21060455876797196,0.07697200775146484,166,-0.0024489741772413254,11.283325001554044
-11.725263014790382,124.62600000000005,30,19.29274147558623,10.35821556886228,3.558964490890503,864911.0000000005,63700,1.5401231050491333,5179.10778443114,0.7462634730538925,0.32186974466996215,1002.0000000000007,0.31137724550898205,2.63055539347626,0.002,2.0040000000000013,0.32335329341317365,-0.0007394234999082983,1729.8220000000008,1.3063406944274902,3.4546542167663574,0.01575182870345066,0.00029896168049953176,0.3425988890623849,0.10431027412414551,167,-0.0023925083223730326,11.630672538298697
-12.015366864947076,121.54000000000008,31,19.16440000970725,10.368325301204823,3.396899938583374,860571.0000000005,65758,1.5176819562911987,5184.162650602412,0.7321686746987957,-0.5442608364156577,859.0000000000007,0.27710843373493976,2.7435583290855696,0.002,1.7180000000000013,0.2891566265060241,-0.0007193785859271884,1721.1420000000007,1.2824658155441284,3.334638833999634,0.01652745981376849,0.000275615684615478,-0.44479700370062397,0.062261104583740234,166,-0.004336800426244736,11.466579791291965
-11.849723210637798,126.04600000000005,32,19.32428803931552,10.621478260869571,3.295250177383423,855029.0000000005,67807,1.4842522144317627,5310.739130434786,0.7828944099378885,-1.3057467495590447,868.0000000000007,0.2546583850931677,2.7673631759549115,0.020000000000000004,1.7360000000000013,0.2608695652173913,-0.0007152615580707788,1710.058000000001,1.3939754962921143,3.2688326835632324,0.01718859115499945,0.0005665870011947747,-1.1681145112771172,0.02641749382019043,161,0.001631211256608367,11.05196124120677
-11.469524766482468,110.68600000000005,33,19.178927765234533,9.89360714285715,3.4155943393707275,831063.0000000005,69868,1.460079550743103,4946.803571428574,0.6588452380952384,0.3088559933978824,949.0000000000007,0.32142857142857145,2.67041235826722,0.012,1.8980000000000015,0.32142857142857145,-0.0006976654985919595,1662.126000000001,1.3634110689163208,3.3382856845855713,0.015895311656352502,0.00017616139336260354,0.33561254602057045,0.07730865478515625,168,-0.0042177168652415276,11.588633905165487
-11.013396903116806,124.28800000000007,34,19.543784261287467,9.667248484848491,3.360405445098877,797548.0000000005,71919,1.4433146715164185,4833.6242424242455,0.7532606060606065,0.2090248756118484,1004.0000000000007,0.2909090909090909,2.607433164220642,0.002,2.0080000000000013,0.3090909090909091,-0.0007144531118683517,1595.096000000001,1.3297336101531982,3.3293349742889404,0.01580262523770086,0.0002219965663632286,0.22990055723868488,0.031070470809936523,165,-0.0033712536096572876,11.266516391317053
-14.068344414024125,117.47000000000007,35,19.18116138114794,9.980540229885063,3.4383437633514404,868307.0000000005,73971,1.5027174949645996,4990.270114942531,0.675114942528736,0.6768488704756991,782.0000000000006,0.3333333333333333,2.6417921611253714,0.002,1.5640000000000012,0.3390804597701149,-0.0006836469983682036,1736.614000000001,1.238366723060608,3.3885068893432617,0.015182713569686042,0.00034957160272820227,0.7349731473544385,0.04983687400817871,174,-0.0025475926231592894,12.035379905912098
-12.849558554330283,121.66600000000007,36,19.38578006900574,10.187282352941182,3.40998911857605,865919.0000000005,76023,1.4774714708328247,5093.641176470591,0.7156823529411769,0.6160712154501511,971.0000000000006,0.3352941176470588,2.618779833403015,0.002,1.9420000000000013,0.3352941176470588,-0.0006742357509210706,1731.8380000000009,1.245597004890442,3.385646343231201,0.015404587255311852,0.0002762027001084353,0.6367664522105323,0.024342775344848633,170,-0.0027929896023124456,11.869262233045882
-11.175688232745522,126.29200000000003,37,19.552652476161768,10.04266279069768,3.41436767578125,863669.0000000005,78072,1.4689116477966309,5021.33139534884,0.7342558139534886,0.9836410421504064,1003.0000000000006,0.3430232558139535,2.639035480248184,0.002,2.006000000000001,0.3430232558139535,-0.0006632221047766507,1727.3380000000009,1.2017911672592163,3.387646198272705,0.015343229536326651,0.00034563951891992565,0.999665656193163,0.026721477508544922,172,-0.002593257464468479,11.906744873188645
-11.780067260561381,137.89800000000008,38,19.176068362207804,9.79862569832403,3.421189308166504,876977.0000000005,80122,1.489235520362854,4899.312849162014,0.7703798882681568,1.5471011382346933,833.0000000000006,0.36312849162011174,2.6631353926293984,0.004,1.6660000000000013,0.36312849162011174,-0.0006537992157973349,1753.954000000001,1.2649273872375488,3.394758939743042,0.014877851355471499,0.0002142280593156738,1.5827993738585506,0.026430368423461914,179,-0.0029533167835325003,12.21798627918003
-10.836185012918362,127.86800000000005,39,19.184810876392273,9.65940983606558,3.5978925228118896,883836.0000000005,82172,1.5477818250656128,4829.7049180327895,0.6987322404371588,2.8846656208073402,834.0000000000005,0.4207650273224044,2.409978105763808,0.002,1.668000000000001,0.4262295081967213,-0.0006427764892578125,1767.672000000001,1.2228314876556396,3.5211920738220215,0.013169279266468896,0.00036212794319196904,2.78387606863559,0.07670044898986816,183,-0.0015760003589093685,12.386478290118495
-11.654784728449815,122.71000000000006,40,19.170567590595073,9.978886363636368,3.469228744506836,878142.0000000003,84224,1.48128342628479,4989.443181818184,0.6972159090909095,1.4546734108059693,1062.0000000000007,0.3693181818181818,2.5352837197593736,0.002,2.1240000000000014,0.375,-0.0006374166114255786,1756.2840000000008,1.2539262771606445,3.441246747970581,0.014405021134996442,0.0004199013571658841,1.4404096374583857,0.027981996536254883,176,-0.002937021665275097,12.18032072866302
-13.690197452833182,139.0540000000001,41,19.556496983559946,10.223636363636368,3.5007472038269043,899680.0000000003,86273,1.5011723041534424,5111.818181818184,0.790079545454546,1.7396297573125417,892.0000000000007,0.375,2.4307483465218835,0.002,1.7840000000000014,0.38636363636363635,-0.0006293033366091549,1799.3600000000008,1.2508001327514648,3.4738407135009766,0.013811070150692521,0.0003338246737735432,1.6916855147333278,0.026906490325927734,176,-0.0032940213568508625,12.157097460893256
-11.917650382961499,121.21600000000005,42,19.169695638987967,10.139318181818187,3.5002760887145996,892260.0000000005,88325,1.4593974351882935,5069.659090909094,0.688727272727273,2.0350859172964615,896.0000000000007,0.39204545454545453,2.4355146383165485,0.002,1.7920000000000014,0.39204545454545453,-0.0006106140208430588,1784.520000000001,1.2245041131973267,3.471571922302246,0.013838151354071298,0.0006027250745966695,1.9529064999401775,0.028704166412353516,176,-0.0031638650689274073,12.11486359032321
-10.990230025961685,131.22000000000003,43,19.173961178483125,9.81002127659575,3.6179118156433105,922142.0000000005,90375,1.5200814008712769,4905.010638297875,0.6979787234042555,4.517745572020244,1011.0000000000008,0.48936170212765956,2.2037275906688354,0.020000000000000004,2.0220000000000016,0.5,-0.0006017609848640859,1844.284000000001,1.2483869791030884,3.573957681655884,0.011721955269515081,0.00036056700331023306,4.2633556485562485,0.04395413398742676,188,-0.0023935188073664904,12.385925328424321
-9.975566279270604,133.73800000000003,44,19.189254047151923,9.54639583333334,3.562560796737671,916454.0000000005,92429,1.5395768880844116,4773.197916666669,0.6965520833333335,4.563312106273808,882.0000000000007,0.4791666666666667,2.255024412893206,0.024000000000000007,1.7640000000000013,0.4947916666666667,-0.0005954938242211938,1832.9080000000013,1.2199267148971558,3.548187732696533,0.011744918817152115,0.00038509536141822565,4.353144813474237,0.014373064041137695,192,-0.003322107484564185,12.447717114733088
-11.756852536764166,134.12800000000007,45,19.19458112674698,10.498519774011303,3.5627381801605225,929119.0000000003,94479,1.4553844928741455,5249.259887005652,0.7577853107344636,2.3371049842911042,732.0000000000006,0.3898305084745763,2.424493841618732,0.002,1.464000000000001,0.4067796610169492,-0.0005902834236621857,1858.2380000000007,1.0527665615081787,3.5303144454956055,0.013697705319879842,0.0002930935022294631,2.2382611365169027,0.03242373466491699,177,-0.00235710758715868,12.173764572580136
-10.731251280722914,134.32800000000006,46,19.1881707901755,10.435943502824863,3.507145881652832,923581.0000000005,96530,1.4528846740722656,5217.971751412432,0.7589152542372885,2.182951834770252,931.0000000000007,0.3954802259887006,2.4493185116171996,0.002,1.8620000000000014,0.4011299435028249,-0.0005793592426925898,1847.1620000000007,0.9373548030853271,3.484475612640381,0.01383795769275254,0.0003535159193938503,2.0951002067605757,0.022670269012451172,177,-0.0028063009958714247,12.163858069310445
-12.50246452793764,131.04000000000005,47,19.18955941920052,9.82704812834225,3.5937256813049316,918829.0000000005,98585,1.457267165184021,4913.524064171125,0.7007486631016046,4.077657614623608,973.0000000000007,0.46524064171123,2.269390042065413,0.002,1.9460000000000015,0.47593582887700536,-0.0005797003977932036,1837.6580000000008,0.9025716781616211,3.551065444946289,0.01213577562601825,0.0004936332983179054,3.872234919057552,0.04266023635864258,187,-0.0030539934523403645,12.355329711344552
-11.524473899909205,140.81200000000007,48,19.355520505921632,9.74389743589744,3.578900098800659,950030.0000000003,100635,1.5246721506118774,4871.94871794872,0.7221128205128209,5.060019777675388,881.0000000000007,0.5128205128205128,2.235534451624837,0.002,1.7620000000000013,0.517948717948718,-0.0005661993054673076,1900.0600000000009,0.8596324324607849,3.5432467460632324,0.011464279239101729,0.0002427931729883792,4.8215872756104945,0.03565335273742676,195,-0.002930179238319397,12.55436466599058
-12.184921800664052,160.04000000000008,49,19.210198549827858,10.694867724867729,3.6316161155700684,1010665.0000000003,102689,1.5044867992401123,5347.433862433864,0.8467724867724872,4.481643489659456,822.0000000000006,0.48148148148148145,2.1728450730190536,0.002,1.6440000000000012,0.5079365079365079,-0.0005591998342424631,2021.3300000000008,0.8373388051986694,3.587458372116089,0.01149653477787859,0.0003084031184614365,4.22858904782192,0.04415774345397949,189,-0.0028355068061500788,12.629911682539424
-11.915305323739371,143.74400000000003,50,19.320023152601614,10.373786096256687,3.585991621017456,969949.0000000005,104742,1.4580718278884888,5186.893048128345,0.7686844919786098,4.567691525125939,991.0000000000008,0.49732620320855614,2.129513060494713,0.012,1.9820000000000015,0.5026737967914439,-0.0005702846101485193,1939.8980000000006,0.9187599420547485,3.566884994506836,0.011387770376977075,0.00038334441616833014,4.294005436499783,0.019106626510620117,187,-0.0032160794362425804,12.379178383026602
-10.72690457987143,170.31400000000002,51,19.188975298739184,9.955450000000004,3.619586944580078,995545.0000000005,106795,1.4944145679473877,4977.725000000002,0.8515700000000002,5.791123096129565,773.0000000000006,0.535,2.0533995718602887,0.002,1.5460000000000012,0.545,-0.0005529978661797941,1991.0900000000008,0.8778492212295532,3.58787202835083,0.010266997859301442,0.00034454918962999225,5.518626173224487,0.03171491622924805,200,-0.0025894897989928722,12.435535335339988
-13.572127648814915,148.31,52,19.41647231895304,10.987945652173916,3.592311382293701,1010891.0000000005,108849,1.4432332515716553,5493.972826086959,0.8060326086956522,3.680416519853684,1011.0000000000008,0.45108695652173914,2.188841826368802,0.032000000000000015,2.0220000000000016,0.47282608695652173,-0.0005476711085066199,2021.7820000000006,0.9173094630241394,3.5735435485839844,0.011895879491134792,0.0003844946769090553,3.4807690706265366,0.018767833709716797,184,-0.002857356099411845,12.513823892030585
-11.94368196343582,141.35600000000008,53,19.57740147340969,10.491883597883602,3.645174741744995,991483.0000000003,110900,1.4593602418899536,5245.941798941801,0.7479153439153443,5.15737318277809,954.0000000000007,0.5079365079365079,2.022792921162247,0.002,1.9080000000000015,0.5343915343915344,-0.0005398113862611353,1982.9660000000008,0.8389659523963928,3.600644826889038,0.010702608048477497,0.000310691812900321,4.826958818905941,0.04452991485595703,189,-0.0028171243611723185,12.320424225697744
-11.67611426246149,148.55000000000004,54,19.18728413597684,11.035600000000002,3.653442621231079,1075971.0000000005,112952,1.4883391857147217,5517.800000000002,0.761794871794872,5.360698743929021,844.0000000000006,0.5282051282051282,2.124260686144472,0.002,1.6880000000000013,0.5435897435897435,-0.0005177271668799222,2151.9420000000005,0.7337599992752075,3.624239921569824,0.010893644544330625,0.0005823227726330116,5.071746016430512,0.029202699661254883,195,-0.002194096567109227,12.686328017431906
-11.109631289773784,152.38400000000001,55,19.24173505800312,10.892468750000004,3.6371169090270996,1045677.0000000003,115011,1.4372477531433105,5446.234375000002,0.7936666666666667,5.458687075201271,918.0000000000006,0.5260416666666666,1.9865693591837277,0.022000000000000006,1.8360000000000012,0.546875,-0.0005399915389716625,2091.3540000000007,0.77879399061203,3.607661008834839,0.010346715412415249,0.00036851424336480266,5.11924104091747,0.029455900192260742,192,-0.0022779430728405714,12.333027462408294
